Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"JOE","ST JOE","Real Estate","Equity","285,884.16","0.00","285,884.16","50,277.00","50,277.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 2, 1987"
"HMN","CAPITALAND ASCOTT STAPLED UNIT TRU","Real Estate","Equity","285,811.62","0.00","285,811.62","300,854.00","300,854.00","0.95","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Mar 31, 2006"
"303","VTECH HOLDINGS LTD","Information Technology","Equity","285,321.55","0.00","285,321.55","26,566.00","26,566.00","10.74","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Feb 10, 1993"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","284,287.04","0.00","284,287.04","36,434.00","36,434.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 27, 2016"
"NGVT","INGEVITY CORP","Materials","Equity","284,287.04","0.00","284,287.04","49,192.00","49,192.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","284,059.02","0.00","284,059.02","14,035.00","14,035.00","20.24","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Mar 3, 1997"
"CDR","CD PROJEKT SA","Communication","Equity","283,976.14","0.00","283,976.14","2,937.00","2,937.00","96.70","Poland","Warsaw Stock Exchange/Equities/Main Market","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","PLN","-","Feb 1, 2002"
"1816","CGN POWER LTD H","Utilities","Equity","283,891.07","0.00","283,891.07","489,467.00","489,467.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Dec 10, 2014"
"CLW","CHARTER HALL LONG WALE REIT STAPLE","Real Estate","Equity","283,732.38","0.00","283,732.38","83,451.00","83,451.00","3.40","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Nov 8, 2016"
"6508","MEIDENSHA CORP","Industrials","Equity","283,639.64","0.00","283,639.64","3,171.00","3,171.00","89.45","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"2356","INVENTEC CORP","Information Technology","Equity","283,534.82","0.00","283,534.82","127,146.00","127,146.00","2.23","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Sep 10, 1996"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","283,488.48","0.00","283,488.48","64,523.00","64,523.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"FBNC","FIRST BANCORP","Financials","Equity","283,488.48","0.00","283,488.48","54,641.00","54,641.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 5, 1987"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","283,488.48","0.00","283,488.48","99,644.00","99,644.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 12, 2021"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","283,488.48","0.00","283,488.48","284,540.00","284,540.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","283,412.44","0.00","283,412.44","322,060.00","322,060.00","0.88","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Nov 25, 1987"
"179","JOHNSON ELECTRIC HOLDINGS LTD","Consumer Discretionary","Equity","283,091.51","0.00","283,091.51","63,049.00","63,049.00","4.49","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"SRG","SRG LTD","Industrials","Equity","283,044.18","0.00","283,044.18","96,602.00","96,602.00","2.93","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Aug 17, 2007"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","282,858.62","0.00","282,858.62","19,976.00","19,976.00","14.16","China","Shenzhen Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CNY","-","Sep 15, 2010"
"7389","AICHI FINANCIAL GROUP INC","Financials","Equity","282,836.14","0.00","282,836.14","22,306.00","22,306.00","12.68","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","-"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","282,813.61","0.00","282,813.61","26,333.00","26,333.00","10.74","Mexico","Bolsa Mexicana De Valores","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MXN","-","Sep 16, 1991"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","282,689.93","0.00","282,689.93","81,658.00","81,658.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"CARG","CARGURUS INC CLASS A","Communication","Equity","282,689.93","0.00","282,689.93","114,634.00","114,634.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","282,689.93","0.00","282,689.93","37,152.00","37,152.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","282,689.93","0.00","282,689.93","66,504.00","66,504.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"MSB","MESOBLAST LTD","Health Care","Equity","282,613.27","0.00","282,613.27","144,190.00","144,190.00","1.96","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Dec 16, 2004"
"ELG","ELMOS SEMICONDUCTOR","Information Technology","Equity","282,470.63","0.00","282,470.63","962.00","962.00","293.78","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 11, 1999"
"3481","MITSUBISHI ESTATE LOGISTICS REIT C","Real Estate","Equity","282,402.23","0.00","282,402.23","271.00","271.00","1,040.69","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","281,891.37","0.00","281,891.37","234,061.00","234,061.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"7184","THE FIRST BANK OF TOYAMA LTD","Financials","Equity","281,211.06","0.00","281,211.06","12,565.00","12,565.00","22.38","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 15, 2016"
"IOS","IONOS GROUP N","Information Technology","Equity","281,093.58","0.00","281,093.58","6,125.00","6,125.00","45.89","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Feb 7, 2023"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","281,092.81","0.00","281,092.81","137,553.00","137,553.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 30, 2014"
"007660","ISUPETASYS LTD","Information Technology","Equity","281,040.74","0.00","281,040.74","2,535.00","2,535.00","110.88","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Sep 14, 2000"
"4812","DENTSU SOKEN INC","Information Technology","Equity","280,970.11","0.00","280,970.11","15,163.00","15,163.00","18.53","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Nov 30, 2000"
"SSPG","SSP GROUP PLC","Consumer Discretionary","Equity","280,935.03","0.00","280,935.03","92,413.00","92,413.00","3.04","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"3226","MITSUI FUDOSAN ACCOMMODATIONS FUND","Real Estate","Equity","280,278.67","0.00","280,278.67","259.00","259.00","1,083.08","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 4, 2006"
"7203","AL-ELM INFORMATION SECURITY COMPAN","Information Technology","Equity","280,217.44","0.00","280,217.44","1,089.00","1,089.00","257.23","Saudi Arabia","Saudi Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SAR","-","-"
"3471","MITSUI FUDOSAN LOGISTICS PARK REIT","Real Estate","Equity","279,905.41","0.00","279,905.41","300.00","300.00","931.69","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 2, 2016"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","279,859.58","0.00","279,859.58","3,663.00","3,663.00","76.41","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Feb 5, 1999"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","279,834.88","0.00","279,834.88","58,913.00","58,913.00","4.75","Mexico","Bolsa Mexicana De Valores","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MXN","-","Feb 14, 1994"
"3107","DAIWABO HOLDINGS LTD","Information Technology","Equity","279,752.02","0.00","279,752.02","9,202.00","9,202.00","30.40","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"COFB","COFINIMMO REIT SA","Real Estate","Equity","279,701.29","0.00","279,701.29","2,103.00","2,103.00","133.00","Belgium","Nyse Euronext - Euronext Brussels","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Dec 19, 1994"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","279,649.89","0.00","279,649.89","19,434.00","19,434.00","14.39","China","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 20, 2010"
"2296","ITOHAM YONEKYU HOLDINGS INC","Consumer Staples","Equity","279,600.81","0.00","279,600.81","6,596.00","6,596.00","42.39","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 1, 2016"
"AMV0","AUMOVIO N","Consumer Discretionary","Equity","279,549.15","0.00","279,549.15","5,039.00","5,039.00","55.48","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Health Care","Equity","279,495.69","0.00","279,495.69","67,601.00","67,601.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 10, 2005"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","279,495.69","0.00","279,495.69","95,857.00","95,857.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 18, 2002"
"PAYTM","ONE COMMUNICATIONS LTD","Financials","Equity","279,379.88","0.00","279,379.88","17,067.00","17,067.00","16.37","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Nov 18, 2021"
"DFTX","DEFINIUM THERAPEUTICS INC","Health Care","Equity","278,697.13","0.00","278,697.13","152,719.00","152,719.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 27, 2021"
"3466","LASALLE LOGIPORT REIT","Real Estate","Equity","278,570.10","0.00","278,570.10","220.00","220.00","1,266.48","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Feb 17, 2016"
"MARICO","MARICO LTD","Consumer Staples","Equity","278,555.45","0.00","278,555.45","23,408.00","23,408.00","11.90","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Mar 22, 2000"
"RRR","RED ROCK RESORTS ORS CLASS A INC","Consumer Discretionary","Equity","277,898.57","0.00","277,898.57","60,522.00","60,522.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 15, 2016"
"1530","3SBIO INC","Health Care","Equity","277,728.29","0.00","277,728.29","82,168.00","82,168.00","3.38","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","May 21, 2015"
"VIRI","VIRIDIEN SA","Energy","Equity","277,668.29","0.00","277,668.29","1,512.00","1,512.00","183.62","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"ISRO","ISROTEL LTD","Consumer Discretionary","Equity","277,526.32","0.00","277,526.32","3,942.00","3,942.00","70.40","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Dec 9, 1997"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Consumer Staples","Equity","277,449.91","0.00","277,449.91","5,413.00","5,413.00","51.26","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 20, 1999"
"VCT","VICAT SA","Materials","Equity","277,418.09","0.00","277,418.09","2,848.00","2,848.00","97.40","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Aug 2, 1990"
"SON","SONAE SA","Consumer Staples","Equity","277,349.43","0.00","277,349.43","88,047.00","88,047.00","3.15","Portugal","Nyse Euronext - Euronext Lisbon","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Apr 14, 1988"
"BDO","BDO UNIBANK INC","Financials","Equity","277,276.57","0.00","277,276.57","108,311.00","108,311.00","2.56","Philippines","Philippine Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","PHP","-","May 21, 2002"
"9045","KEIHAN HOLDINGS LTD","Industrials","Equity","276,591.75","0.00","276,591.75","10,497.00","10,497.00","26.35","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 12, 1987"
"3858","JIAXIN INTERNATIONAL RESOURCES INV","Materials","Equity","276,351.47","0.00","276,351.47","22,144.00","22,144.00","12.48","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Aug 28, 2025"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","276,301.45","0.00","276,301.45","64,136.00","64,136.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 12, 1991"
"FSLY","FASTLY INC CLASS A","Information Technology","Equity","276,301.45","0.00","276,301.45","184,305.00","184,305.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","276,301.45","0.00","276,301.45","63,254.00","63,254.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 27, 2000"
"FBU","FLETCHER BUILDING LTD","Industrials","Equity","275,916.89","0.00","275,916.89","116,914.00","116,914.00","2.36","New Zealand","New Zealand Exchange Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NZD","-","Mar 26, 1996"
"NYAX","NAYAX LTD","Information Technology","Equity","275,667.36","0.00","275,667.36","3,009.00","3,009.00","91.61","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","-"
"1950","NIPPON DENSETSU KOGYO LTD","Industrials","Equity","275,592.71","0.00","275,592.71","7,548.00","7,548.00","36.51","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"BRZE","BRAZE INC CLASS A","Information Technology","Equity","275,502.89","0.00","275,502.89","137,972.00","137,972.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 17, 2021"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","275,502.89","0.00","275,502.89","442,370.00","442,370.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 3, 2020"
"YHNF","YOCHANANOF LTD","Consumer Staples","Equity","275,420.83","0.00","275,420.83","1,453.00","1,453.00","189.60","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Nov 27, 2019"
"BB","BIC SA","Industrials","Equity","275,066.48","0.00","275,066.48","2,991.00","2,991.00","91.97","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"COFA","COFACE SA","Financials","Equity","274,728.72","0.00","274,728.72","10,490.00","10,490.00","26.19","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"JINDALSTEL","JINDAL STEEL LTD","Materials","Equity","274,678.20","0.00","274,678.20","15,822.00","15,822.00","17.36","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Feb 28, 2000"
"CVSG","CVS GROUP PLC","Health Care","Equity","274,353.55","0.00","274,353.55","12,573.00","12,573.00","21.82","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Oct 10, 2007"
"KARN","KARDEX HOLDING AG","Industrials","Equity","274,207.24","0.00","274,207.24","597.00","597.00","459.09","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","Apr 3, 1987"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","273,905.78","0.00","273,905.78","106,237.00","106,237.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 18, 2024"
"HUN","HUNTSMAN CORP","Materials","Equity","273,905.78","0.00","273,905.78","222,778.00","222,778.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 11, 2005"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","273,905.78","0.00","273,905.78","131,213.00","131,213.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"7988","NIFCO INC","Consumer Discretionary","Equity","273,649.19","0.00","273,649.19","7,814.00","7,814.00","35.02","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"DEWA","DUBAI ELECTRICITY AND WATER AUTHOR","Utilities","Equity","273,187.98","0.00","273,187.98","278,763.00","278,763.00","0.98","United Arab Emirates","Dubai Financial Market","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AED","-","Apr 12, 2022"
